CMOR Table 3hr: 2-D Atmospheric and Surface Fields Sampled Every 3 Hours,,,,,3hr,3hr,,,,,,,,,,,,,,,,
"All fields are saved on the atmospheric grid.  Precipitation, clouds, and all flux variables are averaged over 3-hour intervals (0-3Z, 3-6Z, 6-9Z, 9-12Z, 12-15Z, 15-18Z, 18-21Z, 21-24Z).  All other fields are sampled synoptically at 0Z, 3Z, 6Z, 9Z, 12Z, 15Z, 18Z, and 21Z.",,,,,,,,,,,,,,,,,,,,,,
The 3-hourly data should be collected only for the following experiments and years:,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,experiment,time-period requested,,,,,,,,,,,,,,,,,,
,,,decadal hindcasts/forecasts,all years,,,,,,,,,,,,,,,,,,
,,,historical,Jan 1960 - Dec 2005,,,,,,,,,,,,,,,,,,
,,,AMIP,all years,,,,,,,,,,,,,,,,,,
,,,future simulations driven by RCP concentrations or emissions,"Jan 2026 - Dec 2045, Jan 2081-Dec 2100, 2181-2200, and 2281-2300",,,,,,,,,,,,,,,,,,
priority,long name,units ,comment ,questions,output variable name ,standard name,unconfirmed or proposed standard name,unformatted units,cell_methods,valid min,valid max,mean absolute min,mean absolute max,positive,type,CMOR dimensions,CMOR variable name,realm,frequency,cell_measures,flag_values,flag_meanings
1.0,Precipitation,kg m-2 s-1,at surface; includes both liquid and solid phases.  This is the 3-hour mean precipitation flux.,,pr,precipitation_flux,,kg m-2 s-1,time:mean,,,,,,real,longitude latitude time,pr,atmos,,area: areacella,,
1.0,Air Temperature,K,"near-surface (usually, 2 meter) air temperature, sampled synoptically.",,tas,air_temperature,,K,time: point,,,,,,real,longitude latitude time1 height2m,tas,atmos,,area: areacella,,
1.0,Surface Upward Latent Heat Flux,W m-2,This is the 3-hour mean flux.,,hfls,surface_upward_latent_heat_flux,,W m-2,time: mean,,,,,up,real,longitude latitude time,hfls,atmos,,area: areacella,,
1.0,Surface Upward Sensible Heat Flux,W m-2,This is the 3-hour mean flux.,,hfss,surface_upward_sensible_heat_flux,,W m-2,time: mean,,,,,up,real,longitude latitude time,hfss,atmos,,area: areacella,,
1.0,Surface Downwelling Longwave Radiation,W m-2,This is the 3-hour mean flux.,,rlds,surface_downwelling_longwave_flux_in_air,,W m-2,time: mean,,,,,down,real,longitude latitude time,rlds,atmos,,area: areacella,,
1.0,Surface Upwelling Longwave Radiation,W m-2,This is the 3-hour mean flux.,,rlus,surface_upwelling_longwave_flux_in_air,,W m-2,time: mean,,,,,up,real,longitude latitude time,rlus,atmos,,area: areacella,,
1.0,Surface Downwelling Shortwave Radiation,W m-2,This is the 3-hour mean flux.,,rsds,surface_downwelling_shortwave_flux_in_air,,W m-2,time: mean,,,,,down,real,longitude latitude time,rsds,atmos,,area: areacella,,
1.0,Surface Upwelling Shortwave Radiation,W m-2,This is the 3-hour mean flux.,,rsus,surface_upwelling_shortwave_flux_in_air,,W m-2,time: mean,,,,,up,real,longitude latitude time,rsus,atmos,,area: areacella,,
,,,,,,,,,,,,,,,,,,atmos,,area: areacella,,
1.0,Eastward Near-Surface Wind Speed,m s-1,sampled synoptically.,,uas,eastward_wind,,m s-1,time: point,,,,,,real,longitude latitude time1 height2m,uas,atmos,,area: areacella,,
1.0,Northward Near-Surface Wind Speed,m s-1,sampled synoptically.,,vas,northward_wind,,m s-1,time: point,,,,,,real,longitude latitude time1 height2m,vas,atmos,,area: areacella,,
1.0,Near-Surface Specific Humidity,1.0,"near-surface (usually 2 m) specific humidity, sampled synoptically.",,huss,specific_humidity,,1.0,time: point,,,,,,real,longitude latitude time1 height2m,huss,atmos,,area: areacella,,
1.0,Moisture in Upper 0.1 m of Soil Column,kg m-2,Compute the mass of water in all phases in the upper 0.1 meters of soil.,,mrsos,moisture_content_of_soil_layer,,kg m-2,time: point,,,,,,real,longitude latitude time1,mrsos,land,,area: areacella,,
1.0, Surface Temperature Where Land or Sea Ice,K,"""skin"" temperature of all surfaces except open ocean, sampled synoptically.  ",,tslsi,surface_temperature,,K,time: point,,,,,,real,longitude latitude time1,tslsi,land,,area: areacella,,
1.0,Sea Surface Temperature,K,"temperature of surface of open ocean, sampled synoptically.",,tso,sea_surface_temperature,,K,time: point area: mean where sea,,,,,,real,longitude latitude time1,tso,ocean,,area: areacella,,
1.0,Convective Precipitation,kg m-2 s-1,at surface.  This is a 3-hour mean convective precipitation flux.,,prc,convective_precipitation_flux,,kg m-2 s-1,time:mean,,,,,,real,longitude latitude time,prc,atmos,,area: areacella,,
1.0,Snowfall Flux,kg m-2 s-1,at surface.  Includes all forms of precipitating solid phase of water.  This is the 3-hour mean snowfall flux.,,prsn,snowfall_flux,,kg m-2 s-1,time:mean,,,,,,real,longitude latitude time,prsn,atmos,,area: areacella,,
1.0,Total Runoff,kg m-2 s-1,"compute the total runoff (including ""drainage"" through the base of the soil model) leaving the land portion of the grid cell divided by the land area in the grid cell, averaged over the 3-hour interval.",,mrro,runoff_flux,,kg m-2 s-1,time: mean area: mean where land,,,,,,real,longitude latitude time,mrro,land,,area: areacella,,
1.0,Surface Downwelling Clear-Sky Longwave Radiation,W m-2,This is a 3-hour mean flux.,,rldscs,downwelling_longwave_flux_in_air_assuming_clear_sky,,W m-2,time: mean,,,,,down,real,longitude latitude time,rldscs,atmos,,area: areacella,,
1.0,Surface Downwelling Clear-Sky Shortwave Radiation,W m-2,This is a 3-hour mean flux.,,rsdscs,surface_downwelling_shortwave_flux_in_air_assuming_clear_sky,,W m-2,time: mean,,,,,down,real,longitude latitude time,rsdscs,atmos,,area: areacella,,
1.0,Surface Upwelling Clear-Sky Shortwave Radiation,W m-2,This is a 3-hour mean flux.,,rluscs,surface_upwelling_shortwave_flux_in_air_assuming_clear_sky,,W m-2,time: mean,,,,,up,real,longitude latitude time,rluscs,atmos,,area: areacella,,
1.0,Surface Pressure,Pa,"sampled synoptically to diagnose atmospheric tides, this is better than mean sea level pressure.",,ps,surface_air_pressure,,Pa,time: point,,,,,,real,longitude latitude time1,ps,atmos,,area: areacella,,
1.0,Total Cloud Fraction,%,"for the whole atmospheric column, as seen from the surface or the top of the atmosphere. Include both large-scale and convective cloud.  This is a 3-hour mean.",,clt,cloud_area_fraction,,%,time: mean,,,,,,real,longitude latitude time,clt,atmos,,area: areacella,,
1.0,Surface Downward Diffuse Shortwave Radiation,W m-2,This is a 3-hour mean flux.,,rsdsdiff,,surface_diffuse_downwelling_shortwave_radiative_flux_in_air,W m-2,time: mean,,,,,,real,longitude latitude time,rsdsdiff,atmos,,area: areacella,,


